episode,total_reward,avg_wait_time,fuel_used
187,208.10000000000005,0.0,100.0
188,149.7,3.7666666666666666,100.8
189,168.60000000000002,3.6,100.6
190,181.70000000000005,0.0,100.4
191,188.30000000000007,1.8333333333333333,100.2
192,195.00000000000006,0.0,100.0
193,141.39999999999998,3.8333333333333335,100.2
194,154.8,2.3333333333333335,100.2
195,179.8,1.0,100.80000000000001
196,184.4000000000001,5.333333333333333,100.80000000000001
197,170.30000000000004,4.066666666666666,100.4
198,188.40000000000003,0.6,100.80000000000001
199,187.10000000000008,0.3333333333333333,100.00000000000001
200,204.20000000000007,1.6666666666666667,100.4
201,201.80000000000004,0.43333333333333335,100.4
202,223.30000000000007,0.9333333333333333,100.60000000000001
203,199.40000000000006,0.0,100.0
204,146.3,6.866666666666666,100.0
205,173.20000000000005,3.7333333333333334,100.4
206,168.5,3.433333333333333,100.4
207,159.20000000000002,3.7,100.2
208,185.90000000000003,1.7333333333333334,100.0
209,178.10000000000002,2.566666666666667,100.80000000000001
210,190.70000000000005,1.0333333333333334,100.4
211,203.20000000000005,1.5333333333333334,100.80000000000001
212,181.30000000000007,0.0,100.2
213,212.80000000000007,0.06666666666666667,100.0
214,211.5000000000001,0.8,100.00000000000001
215,166.60000000000002,2.5,100.60000000000001
216,166.40000000000003,2.466666666666667,100.4
217,197.80000000000007,0.0,100.4
218,172.50000000000003,4.4,100.2
219,205.40000000000006,0.7,100.60000000000001
220,171.40000000000003,0.4666666666666667,100.2
221,178.10000000000008,2.1,100.00000000000001
222,193.50000000000006,0.0,100.4
223,184.50000000000009,2.2666666666666666,100.2
224,173.90000000000003,3.566666666666667,100.4
225,191.60000000000002,0.8333333333333334,100.4
226,179.80000000000004,2.6,100.0
227,181.30000000000004,1.5666666666666667,100.2
228,166.2,3.966666666666667,100.0
229,182.40000000000003,1.5666666666666667,100.80000000000001
230,148.5,2.4,100.60000000000001
231,184.20000000000005,1.5666666666666667,100.8
232,198.40000000000006,1.5,100.60000000000001
233,162.1,3.933333333333333,100.2
234,176.70000000000005,4.233333333333333,100.60000000000001
235,203.40000000000003,0.5333333333333333,100.4
236,225.00000000000006,1.1,100.2
237,207.70000000000005,0.5666666666666667,100.60000000000001
238,184.8,1.1333333333333333,100.4
239,169.30000000000007,1.7,100.4
240,207.30000000000007,0.9,100.60000000000001
241,171.8,1.9,100.2
242,176.20000000000005,2.966666666666667,100.80000000000001
243,143.4,5.933333333333334,100.0
244,170.40000000000003,2.5,100.0
245,189.8,0.8666666666666667,100.80000000000001
246,162.10000000000002,1.9333333333333333,100.4
247,196.80000000000004,2.033333333333333,100.60000000000001
248,200.10000000000008,3.8,100.60000000000001
249,207.60000000000005,1.6,100.00000000000001
250,182.50000000000006,2.2,100.8
251,193.00000000000006,1.5,100.80000000000001
252,207.4000000000001,1.6666666666666667,100.4
253,187.80000000000007,4.766666666666667,100.4
254,191.50000000000006,2.0,100.80000000000001
255,181.3,1.7666666666666666,100.0
256,177.10000000000002,0.7333333333333333,100.2
257,188.40000000000003,2.8,100.60000000000001
258,217.50000000000006,0.8333333333333334,100.60000000000001
259,187.70000000000005,1.1666666666666667,100.20000000000002
260,175.8,2.5,100.4
261,162.10000000000002,1.7,100.8
262,158.40000000000003,5.8,100.60000000000001
263,201.80000000000004,1.5,100.6
264,154.10000000000002,2.1,100.60000000000001
265,166.20000000000002,6.133333333333334,100.2
266,190.30000000000004,1.1666666666666667,100.4
267,192.00000000000006,0.9666666666666667,100.80000000000001
268,192.20000000000005,0.0,100.2
269,184.3,0.06666666666666667,100.2
270,168.20000000000005,3.033333333333333,100.8
271,200.50000000000006,0.03333333333333333,100.8
272,158.5,4.933333333333334,100.60000000000001
273,188.60000000000008,0.0,100.0
274,202.00000000000006,2.8333333333333335,100.4
275,156.00000000000003,3.8,100.60000000000001
276,180.60000000000008,0.0,100.8
277,181.60000000000002,1.1,100.4
278,215.80000000000007,0.16666666666666666,100.60000000000001
279,196.50000000000006,0.9666666666666667,100.4
280,196.40000000000003,0.6666666666666666,100.0
281,163.40000000000003,3.1333333333333333,100.8
282,209.50000000000006,0.7,100.8
283,189.20000000000005,1.3,100.2
284,186.5,1.0,100.6
285,169.60000000000005,2.533333333333333,100.60000000000001
286,184.9000000000001,0.0,100.0
287,184.60000000000002,1.3333333333333333,100.2
288,196.8,0.7666666666666667,100.60000000000001
289,184.50000000000006,0.16666666666666666,100.20000000000002
290,211.20000000000005,0.26666666666666666,100.80000000000001
291,223.10000000000008,0.13333333333333333,100.4
292,166.60000000000002,2.3,100.4
293,199.00000000000006,0.06666666666666667,100.4
294,191.50000000000003,1.3,100.80000000000001
295,156.60000000000002,4.6,100.4
296,191.30000000000007,0.0,100.4
297,165.5,1.1,100.8
298,191.60000000000005,1.3666666666666667,100.60000000000001
299,180.40000000000006,1.5666666666666667,100.4
300,171.9,3.6666666666666665,100.4
301,185.00000000000003,0.7333333333333333,100.80000000000001
302,192.3,1.6,100.4
303,169.5,3.1,100.0
304,180.70000000000005,3.1666666666666665,100.00000000000001
305,189.70000000000007,0.8666666666666667,100.60000000000001
306,182.2,4.966666666666667,100.6
307,200.10000000000002,2.1666666666666665,100.80000000000001
308,181.60000000000002,2.3333333333333335,100.2
309,180.10000000000002,2.566666666666667,100.0
310,129.90000000000003,6.533333333333333,100.80000000000001
311,178.10000000000002,2.566666666666667,100.2
312,173.50000000000003,2.6,100.8
313,177.70000000000007,3.566666666666667,100.80000000000001
314,164.50000000000006,2.1333333333333333,100.4
315,196.90000000000003,0.6333333333333333,100.0
316,202.40000000000006,1.3333333333333333,100.80000000000001
317,185.80000000000004,0.0,100.2
318,175.4,2.966666666666667,100.00000000000001
319,172.00000000000003,5.433333333333334,100.0
320,179.50000000000006,1.1333333333333333,100.00000000000001
321,174.70000000000005,2.6333333333333333,100.80000000000001
322,183.10000000000002,0.7666666666666667,100.6
323,176.8,1.9666666666666666,100.2
324,182.80000000000004,3.1666666666666665,100.4
325,186.9000000000001,1.0,100.4
326,185.30000000000004,0.8,100.2
327,188.50000000000006,0.9,100.4
328,186.10000000000005,0.8,100.4
329,216.9000000000001,0.9333333333333333,100.00000000000001
330,209.90000000000006,0.1,100.60000000000001
331,178.60000000000002,0.7,100.2
332,166.0,0.0,100.0
333,189.00000000000006,1.1,100.80000000000001
334,186.9000000000001,1.7333333333333334,100.60000000000001
335,199.40000000000006,0.8,100.2
336,201.90000000000006,0.7333333333333333,100.4
337,151.70000000000002,6.766666666666667,100.80000000000001
338,156.3,1.7,100.80000000000001
339,143.50000000000003,4.533333333333333,100.4
340,161.40000000000003,0.06666666666666667,100.19999999999999
341,182.30000000000004,4.1,100.2
342,195.50000000000006,0.9333333333333333,100.4
343,183.40000000000003,2.066666666666667,100.00000000000001
344,167.60000000000002,3.6666666666666665,100.4
345,176.40000000000003,0.0,100.4
346,181.60000000000002,4.866666666666666,100.80000000000001
347,197.70000000000005,0.0,100.00000000000001
348,193.4000000000001,0.0,100.80000000000001
349,181.90000000000003,0.8333333333333334,100.60000000000001
350,168.20000000000005,0.06666666666666667,100.0
351,154.70000000000002,5.3,100.6
352,163.8,5.233333333333333,100.4
353,175.20000000000005,0.0,100.6
354,179.90000000000003,0.0,100.0
355,193.40000000000006,0.7333333333333333,100.2
356,183.80000000000004,0.8666666666666667,100.4
357,199.30000000000004,0.6666666666666666,100.20000000000002
358,193.90000000000003,1.0333333333333334,100.80000000000001
359,186.50000000000006,2.066666666666667,100.80000000000001
360,211.30000000000007,1.5,100.80000000000001
361,201.70000000000005,0.6666666666666666,100.0
362,199.70000000000005,1.5333333333333334,100.60000000000001
363,195.60000000000005,2.433333333333333,100.80000000000001
364,190.8,1.7333333333333334,100.4
365,147.8,5.3,100.2
366,194.80000000000004,0.6333333333333333,100.2
367,197.50000000000006,0.13333333333333333,100.8
368,172.00000000000003,1.9333333333333333,100.6
369,168.10000000000002,3.3333333333333335,100.8
370,179.50000000000006,1.5,100.4
371,164.40000000000003,5.633333333333334,100.4
372,212.40000000000003,1.3666666666666667,100.2
373,200.80000000000007,0.16666666666666666,100.0
374,187.80000000000004,1.0666666666666667,100.0
375,181.20000000000005,3.533333333333333,100.60000000000001
376,151.2,4.566666666666666,100.0
377,190.60000000000005,0.06666666666666667,100.60000000000001
378,192.20000000000007,1.7333333333333334,100.4
379,185.30000000000004,2.5,100.00000000000001
380,170.5,4.033333333333333,100.0
381,167.9,0.8666666666666667,100.4
382,193.80000000000007,1.8666666666666667,100.00000000000001
383,151.00000000000003,6.833333333333333,100.6
384,208.4000000000001,1.0,100.0
385,177.00000000000003,4.333333333333333,100.4
386,162.5,3.4,100.6
387,177.30000000000004,4.9,100.60000000000001
388,192.70000000000005,1.4666666666666666,100.8
389,189.00000000000003,0.3333333333333333,100.2
390,198.60000000000005,0.0,100.80000000000001
391,144.60000000000002,4.633333333333334,100.60000000000001
392,210.60000000000008,0.8666666666666667,100.20000000000002
393,157.20000000000005,5.9,100.0
394,186.50000000000006,0.06666666666666667,100.80000000000001
395,193.40000000000003,4.233333333333333,100.80000000000001
396,217.40000000000006,0.7333333333333333,100.00000000000001
397,178.00000000000006,0.7,100.80000000000001
398,176.60000000000002,1.7333333333333334,100.2
399,196.90000000000003,1.6666666666666667,100.80000000000001
400,185.60000000000002,0.0,100.60000000000001
